# PERFORMANCE / EXPERIMENTAL DATASET
# Purpose: Algorithm performance testing (search, sort, DP, parallel, randomized)
# Format: ID|MovieTitle|Genre|Rating|Duration|Popularity
# Records: 1000

310|The Hidden Truth|Thriller|7.4|143|98
311|Dark Conspiracy|Thriller|7.5|150|50
312|The Waiting Game|Thriller|7.6|157|53
313|Lethal Silence|Thriller|7.8|164|56
314|Hidden Signal|Thriller|8|171|59
315|The Final Countdown|Thriller|8.1|178|62
316|Shadow Hunt|Thriller|8.2|185|65
317|Dangerous Silence|Thriller|8.4|192|68
318|The Last Warning|Thriller|8.5|199|71
319|Deadly Agenda|Thriller|8.7|85|74
320|The Hidden Game|Thriller|6|92|77
321|Dark Pursuit X|Thriller|6.2|99|80
322|The Conspiracy Files|Thriller|6.3|106|83
323|Lethal Game|Thriller|6.4|113|86
324|Hidden Protocol|Thriller|6.6|120|89
325|The Final Clue|Thriller|6.8|127|92
326|Shadow Agenda|Thriller|6.9|134|95
327|Dangerous Pursuit|Thriller|7|141|98
328|The Last Signal|Thriller|7.2|148|50
329|Deadly Countdown|Thriller|7.4|155|53
330|The Hidden Clue|Thriller|7.5|162|56
331|Dark Game|Thriller|7.6|169|59
332|The Conspiracy Hunt|Thriller|7.8|176|62
333|Lethal Protocol|Thriller|8|183|65
334|Hidden Warning|Thriller|8.1|190|68
335|The Final Signal|Thriller|8.2|197|71
336|Shadow Clue|Thriller|8.4|83|74
337|Dangerous Countdown|Thriller|8.5|90|77
338|The Last Game|Thriller|8.7|97|80
339|Deadly Signal|Thriller|6|104|83
340|The Hidden Protocol|Thriller|6.2|111|86
341|Dark Silence|Thriller|6.3|118|89
342|The Conspiracy Protocol|Thriller|6.4|125|92
343|Lethal Warning|Thriller|6.6|132|95
344|Hidden Clue|Thriller|6.8|139|98
345|The Final Game|Thriller|6.9|146|50
346|Shadow Signal|Thriller|7|153|53
347|Dangerous Warning|Thriller|7.2|160|56
348|The Last Clue 2|Thriller|7.4|167|59
349|Deadly Protocol|Thriller|7.5|174|62
350|The Hidden Signal 2|Thriller|7.6|181|65
351|Dark Warning|Thriller|7.8|188|68
352|The Conspiracy Game|Thriller|8|195|71
353|Lethal Countdown|Thriller|8.1|81|74
354|Hidden Hunt|Thriller|8.2|88|77
355|The Final Protocol|Thriller|8.4|95|80
356|Shadow Warning|Thriller|8.5|102|83
357|Dangerous Signal|Thriller|8.7|109|86
358|The Last Protocol|Thriller|6|116|89
359|Deadly Warning|Thriller|6.2|123|92
360|The Hidden Countdown|Thriller|6.3|130|95
361|Dark Protocol X|Thriller|6.4|137|98
362|The Conspiracy Signal|Thriller|6.6|144|50
363|Lethal Hunt|Thriller|6.8|151|53
364|Hidden Countdown|Thriller|6.9|158|56
365|The Final Hunt|Thriller|7|165|59
366|Shadow Countdown|Thriller|7.2|172|62
367|Dangerous Game 2|Thriller|7.4|179|65
368|The Last Hunt|Thriller|7.5|186|68
369|Deadly Hunt|Thriller|7.6|193|71
370|The Hidden Warning 2|Thriller|7.8|200|74
371|Dark Countdown|Thriller|8|86|77
372|The Conspiracy Warning|Thriller|8.1|93|80
373|Lethal Signal|Thriller|8.2|100|83
374|Hidden Signal 2|Thriller|8.4|107|86
375|The Final Countdown 2|Thriller|8.5|114|89
376|Shadow Hunt 2|Thriller|8.7|121|92
377|Dangerous Protocol|Thriller|6|128|95
378|The Last Countdown|Thriller|6.2|135|98
379|Deadly Countdown 2|Thriller|6.3|142|50
380|The Hidden Hunt|Thriller|6.4|149|53
381|Dark Hunt|Thriller|6.6|156|56
382|The Conspiracy Countdown|Thriller|6.8|163|59
383|Lethal Agenda|Thriller|6.9|170|62
384|Hidden Agenda 2|Thriller|7|177|65
385|The Final Agenda|Thriller|7.2|184|68
386|Shadow Protocol 2|Thriller|7.4|191|71
387|Dangerous Clue|Thriller|7.5|198|74
388|The Last Protocol 2|Thriller|7.6|84|77
389|Deadly Game 2|Thriller|7.8|91|80
390|The Hidden Agenda|Thriller|8|98|83
391|Dark Agenda|Thriller|8.1|105|86
392|The Conspiracy Clue|Thriller|8.2|112|89
393|Lethal Clue|Thriller|8.4|119|92
394|Hidden Game 2|Thriller|8.5|126|95
395|The Final Pursuit|Thriller|8.7|133|98
396|Shadow Pursuit|Thriller|6|140|50
397|Dangerous Hunt|Thriller|6.2|147|53
398|The Last Agenda|Thriller|6.3|154|56
399|Deadly Agenda 2|Thriller|6.4|161|59
400|Shadow Game|Thriller|6.6|168|62
401|The Big Mess|Comedy|5.5|80|78
402|Family Chaos|Comedy|5.6|87|81
403|Office Madness|Comedy|5.8|94|84
404|Wedding Disaster|Comedy|5.9|101|87
405|The Funny Side|Comedy|6.1|108|90
406|Lifes a Joke|Comedy|6.2|115|93
407|Happy Accidents|Comedy|6.3|122|96
408|The Comedy of Errors|Comedy|6.5|129|99
409|Laugh Out Loud|Comedy|6.6|136|51
410|Weekend Warriors|Comedy|6.8|143|54
411|Funny Business|Comedy|6.9|150|57
412|The Odd Couple Returns|Comedy|7|157|60
413|Life Goes On|Comedy|7.2|164|63
414|Happy Go Lucky|Comedy|7.3|171|66
415|The Funniest Day|Comedy|7.4|178|69
416|Crazy Family|Comedy|7.6|185|72
417|Office Comedy|Comedy|7.7|192|75
418|Wedding Chaos|Comedy|7.9|199|78
419|The Light Side|Comedy|8|85|81
420|Life in Pieces|Comedy|5.5|92|84
421|Happy Trails|Comedy|5.6|99|87
422|Accident Prone|Comedy|5.8|106|90
423|The Comedy Club|Comedy|5.9|113|93
424|Laugh Factory|Comedy|6.1|120|96
425|Weekend Fun|Comedy|6.2|127|99
426|Funny Farm|Comedy|6.3|134|51
427|The Odd Job|Comedy|6.5|141|54
428|Life is Strange|Comedy|6.6|148|57
429|Happy Ending|Comedy|6.8|155|60
430|Crazy Couple|Comedy|6.9|162|63
431|Office Space 2|Comedy|7|169|66
432|Wedding Plans|Comedy|7.2|176|69
433|The Bright Side|Comedy|7.3|183|72
434|Lifes Adventure|Comedy|7.4|190|75
435|Happy Days|Comedy|7.6|197|78
436|Accident Zone|Comedy|7.7|83|81
437|The Comedy Hour|Comedy|7.9|90|84
438|Laugh Attack|Comedy|8|97|87
439|Weekend Crisis|Comedy|5.5|104|90
440|Funny Money|Comedy|5.6|111|93
441|The Odd Man Out|Comedy|5.8|118|96
442|Life is Good|Comedy|5.9|125|99
443|Happy Together|Comedy|6.1|132|51
444|Crazy Plans|Comedy|6.2|139|54
445|Office Party|Comedy|6.3|146|57
446|Wedding Bells|Comedy|6.5|153|60
447|The Fun Side|Comedy|6.6|160|63
448|Lifes Comedy|Comedy|6.8|167|66
449|Happy Campers|Comedy|6.9|174|69
450|Accident Report|Comedy|7|181|72
451|The Comedy Show|Comedy|7.2|188|75
452|Laugh Riot|Comedy|7.3|195|78
453|Weekend Warrior|Comedy|7.4|81|81
454|Funny Family|Comedy|7.6|88|84
455|The Odd Woman Out|Comedy|7.7|95|87
456|Life is Beautiful|Comedy|7.9|102|90
457|Happy Holidays|Comedy|8|109|93
458|Crazy Weekend|Comedy|5.5|116|96
459|Office Clown|Comedy|5.6|123|99
460|Wedding Fever|Comedy|5.8|130|51
461|The Silly Side|Comedy|5.9|137|54
462|Life Goes On 2|Comedy|6.1|144|57
463|Happy Trails 2|Comedy|6.2|151|60
464|Accident City|Comedy|6.3|158|63
465|The Comedy Festival|Comedy|6.5|165|66
466|Laugh Track|Comedy|6.6|172|69
467|Weekend Warrior 2|Comedy|6.8|179|72
468|Funny Business 2|Comedy|6.9|186|75
469|The Odd Couple 2|Comedy|7|193|78
470|Life is Strange 2|Comedy|7.2|200|81
471|Happy Go Lucky 2|Comedy|7.3|86|84
472|Crazy Family 2|Comedy|7.4|93|87
473|Office Fun|Comedy|7.6|100|90
474|Wedding Surprise|Comedy|7.7|107|93
475|The Funny Couple|Comedy|7.9|114|96
476|Lifes a Mess|Comedy|8|121|99
477|Happy Hours|Comedy|5.5|128|51
478|Accident Street|Comedy|5.6|135|54
479|The Comedy Night|Comedy|5.8|142|57
480|Laugh Zone|Comedy|5.9|149|60
481|Weekend Party|Comedy|6.1|156|63
482|Funny Moments|Comedy|6.2|163|66
483|The Odd Family|Comedy|6.3|170|69
484|Life is Comedy|Comedy|6.5|177|72
485|Happy Returns|Comedy|6.6|184|75
486|Crazy Weekend 2|Comedy|6.8|191|78
487|Office Chaos|Comedy|6.9|198|81
488|Wedding Woes|Comedy|7|84|84
489|The Light Comedy|Comedy|7.2|91|87
490|Life Goes Well|Comedy|7.3|98|90
491|Happy Days 2|Comedy|7.4|105|93
492|Accident Zone 2|Comedy|7.6|112|96
493|The Comedy World|Comedy|7.7|119|99
494|Laugh Chance|Comedy|7.9|126|51
495|Weekend Chaos|Comedy|8|133|54
496|Funny Games|Comedy|5.5|140|57
497|The Odd Day|Comedy|5.6|147|60
498|Life is Wild|Comedy|5.8|154|63
499|Happy Together 2|Comedy|5.9|161|66
500|Crazy Times|Comedy|6.1|168|69
501|Love at First Sight|Romance|6|80|85
502|A Perfect Match|Romance|6.1|87|88
503|The Last Valentine|Romance|6.2|94|91
504|Falling for You|Romance|6.4|101|94
505|A Love Story|Romance|6.5|108|97
506|Hearts Desire|Romance|6.6|115|100
507|When Love Blooms|Romance|6.7|122|52
508|The First Dance|Romance|6.9|129|55
509|A Perfect Romance|Romance|7|136|58
510|Love Unlimited|Romance|7.1|143|61
511|Heart and Soul|Romance|7.2|150|64
512|When We First Met|Romance|7.3|157|67
513|The Love Story|Romance|7.5|164|70
514|A Perfect Dream|Romance|7.6|171|73
515|Falling in Love|Romance|7.7|178|76
516|A Sweet Romance|Romance|7.8|185|79
517|Heart Strings|Romance|8|192|82
518|When Love Returns|Romance|8.1|199|85
519|The Last Romance|Romance|8.2|85|88
520|A Perfect Love|Romance|6|92|91
521|Love Everlasting|Romance|6.1|99|94
522|Hearts Journey|Romance|6.2|106|97
523|When Stars Fall|Romance|6.4|113|100
524|The Sweet Life|Romance|6.5|120|52
525|A Romance to Remember|Romance|6.6|127|55
526|Love Blooms Again|Romance|6.7|134|58
527|Hearts Calling|Romance|6.9|141|61
528|When Love Strikes|Romance|7|148|64
529|The Perfect Kiss|Romance|7.1|155|67
530|A Sweet Love|Romance|7.2|162|70
531|Love Conquers All|Romance|7.3|169|73
532|Hearts Delight|Romance|7.5|176|76
533|When Love Calls|Romance|7.6|183|79
534|The Romance Code|Romance|7.7|190|82
535|A Sweet Serenade|Romance|7.8|197|85
536|Love Prevails|Romance|8|83|88
537|Hearts Flame|Romance|8.1|90|91
538|When Love Speaks|Romance|8.2|97|94
539|The First Love|Romance|6|104|97
540|A Romance Story|Romance|6.1|111|100
541|Loves Second Chance|Romance|6.2|118|52
542|Hearts Song|Romance|6.4|125|55
543|When Two Worlds Meet|Romance|6.5|132|58
544|The Love Quest|Romance|6.6|139|61
545|A Perfect Valentine|Romance|6.7|146|64
546|Love Rekindled|Romance|6.9|153|67
547|Hearts Whisper|Romance|7|160|70
548|When Love Finds You|Romance|7.1|167|73
549|The Last Kiss|Romance|7.2|174|76
550|A Sweet Couple|Romance|7.3|181|79
551|Love on the Road|Romance|7.5|188|82
552|Hearts Adventure|Romance|7.6|195|85
553|When Love Waits|Romance|7.7|81|88
554|The Perfect Couple|Romance|7.8|88|91
555|A Sweet Moment|Romance|8|95|94
556|Love Across Time|Romance|8.1|102|97
557|Hearts Echo|Romance|8.2|109|100
558|When Love Wakes|Romance|6|116|52
559|The First Meeting|Romance|6.1|123|55
560|A Romance Adventure|Romance|6.2|130|58
561|Love Never Dies|Romance|6.4|137|61
562|Hearts Light|Romance|6.5|144|64
563|When Love Dawns|Romance|6.6|151|67
564|The Perfect Day|Romance|6.7|158|70
565|A Sweet Escape|Romance|6.9|165|73
566|Love in the City|Romance|7|172|76
567|Hearts Surprise|Romance|7.1|179|79
568|When Love Grows|Romance|7.2|186|82
569|The Last Dance of Love|Romance|7.3|193|85
570|A Romance Journey|Romance|7.5|200|88
571|Love Blossoms|Romance|7.6|86|91
572|Hearts Wonder|Romance|7.7|93|94
573|When Love Shines|Romance|7.8|100|97
574|The Perfect Romance|Romance|8|107|100
575|A Sweet Victory|Romance|8.1|114|52
576|Love at the Corner|Romance|8.2|121|55
577|Hearts Peace|Romance|6|128|58
578|When Love Begins|Romance|6.1|135|61
579|The First Romance|Romance|6.2|142|64
580|A Sweet Life|Romance|6.4|149|67
581|Love Beyond|Romance|6.5|156|70
582|Hearts Truth|Romance|6.6|163|73
583|When Love Is Kind|Romance|6.7|170|76
584|The Perfect Life|Romance|6.9|177|79
585|A Sweet Dream|Romance|7|184|82
586|Love Returns|Romance|7.1|191|85
587|Hearts Memory|Romance|7.2|198|88
588|When Love Is Strong|Romance|7.3|84|91
589|The First Valentine|Romance|7.5|91|94
590|A Sweet Story|Romance|7.6|98|97
591|Love Is Grand|Romance|7.7|105|100
592|Hearts Vision|Romance|7.8|112|52
593|When Love Is True|Romance|8|119|55
594|The Perfect Heart|Romance|8.1|126|58
595|A Sweet Promise|Romance|8.2|133|61
596|Love Wins|Romance|6|140|64
597|Hearts Gift|Romance|6.1|147|67
598|When Love Is Real|Romance|6.2|154|70
599|The Last Romance 2|Romance|6.4|161|73
600|Sweet Harmony|Romance|6.5|168|76
601|The Magic Kingdom|Animation|6.5|80|92
602|Adventure Land|Animation|6.6|87|95
603|Dream World|Animation|6.8|94|98
604|Fantasy Quest|Animation|6.9|101|50
605|The Magic School|Animation|7|108|53
606|Wonder Land|Animation|7.1|115|56
607|Adventure Town|Animation|7.3|122|59
608|Dream Adventure|Animation|7.4|129|62
609|Fantasy Land|Animation|7.5|136|65
610|The Magic City|Animation|7.6|143|68
611|Wonder World|Animation|7.8|150|71
612|Adventure Kingdom|Animation|7.9|157|74
